Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,,,,
,CO_331:0000723,RnSPFB_Et_1to9,SPFB,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.6,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000359,Reaction to Sweet potato flea beetles,Biotic stress trait,Reaction to Sweet potato flea beetles,,RnSPFB,,Plant,Reaction to Sweet potato flea beetles,Recommended,Huaman1991:Def_8.1.6,CO_331:0000475,Visual estimation of the plant response to  Sweet potato flea beetles,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Sweet potato flea beetles,,Huaman1991:Def_8.1.6,CO_331:0000593,RcSPFB 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000724,RnFB_Et_1to9,FLEABEETLE,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.7,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000360,Reaction to flea beetles,Biotic stress trait,Reaction to flea beetles,,RnFB,,Plant,Reaction to flea beetles,Recommended,Huaman1991:Def_8.1.7,CO_331:0000476,Visual estimation of the plant response to  flea beetles,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to flea beetles,,Huaman1991:Def_8.1.7,CO_331:0000594,RcFB 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000725,RnSPLB_Et_1to9,SPFB,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.8,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000361,Reaction to Sweet potato leaf beetles,Biotic stress trait,Reaction to Sweet potato leaf beetles,,RnSPLB,,Plant,Reaction to Sweet potato leaf beetles,Recommended,Huaman1991:Def_8.1.8,CO_331:0000477,Visual estimation of the plant response to  Sweet potato leaf beetles,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Sweet potato leaf beetles,,Huaman1991:Def_8.1.8,CO_331:0000595,RcSPLB 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000726,RnBTL_Et_1to9,BEETLES,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.9,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000362,Reaction to Beetles,Biotic stress trait,Reaction to Beetles,,RnBTL,,Plant,Reaction to Beetles,Recommended,Huaman1991:Def_8.1.9,CO_331:0000478,Visual estimation of the plant response to  beetles,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to beetles,,Huaman1991:Def_8.1.9,CO_331:0000596,RcBTL 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000727,RnGrbW_Et_1to9,GRUBW,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.10,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000363,Reaction to Grubworm,Biotic stress trait,The reaction of the root to damage caused by Grub worm,,RnGrbW,,Root,Reaction to Grub worm,Recommended,Huaman1991:Def_8.1.10,CO_331:0000479,Visual estimation of the root response to  Grub worm,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to Grub worm,,Huaman1991:Def_8.1.10,CO_331:0000597,RcGrbW 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000728,RnHrnw_Et_1to9,HORNW,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.11,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000364,Reaction to Hornworm,Biotic stress trait,The reaction of the root to damage caused by Hornworm,,RnHrnw,,Root,Reaction to Horn worm,Recommended,Huaman1991:Def_8.1.11,CO_331:0000480,Visual estimation of the root response to  Hornworm,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to Hornworm,,Huaman1991:Def_8.1.11,CO_331:0000598,RcHrnw 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000729,RnAph_Et_1to9,APHIDS,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.12,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000365,Reaction to Aphids,Biotic stress trait,The reaction of the plant or plant part to damage caused by Aphis,,RnAph,,Plant,Reaction to Aphids,Recommended,Huaman1991:Def_8.1.12,CO_331:0000481,Visual estimation of the plant response to  Aphis,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Aphis,,Huaman1991:Def_8.1.12,CO_331:0000599,RcAph 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000730,RnSPWF_Et_1to9,SPWF,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.13,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000366,Reaction to Sweet potato white fly,Biotic stress trait,The reaction of the plant or plant part to damage caused by Sweet potato white fly,,RnSPWF,,Plant,Reaction to Sweet potato white fly,Recommended,Huaman1991:Def_8.1.13,CO_331:0000482,Visual estimation of the plant response to  Sweet potato white fly,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Sweet potato white fly,,Huaman1991:Def_8.1.13,CO_331:0000600,RcSPWF 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000731,RnSPMth_Et_1to9,SPMOTH,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.14,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000367,Reaction to Sweet potato moth,Biotic stress trait,Reaction to Sweet potato moth,,RnSPMth,,Plant,Reaction to Sweet potato moth,Recommended,Huaman1991:Def_8.1.14,CO_331:0000483,Visual estimation of the plant response to  Sweet potato moth,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Sweet potato moth,,Huaman1991:Def_8.1.14,CO_331:0000601,RcSPMth 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000732,RnMth_Et_1to9,MOTH,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.15,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000368,Reaction to Moth,Biotic stress trait,Reaction to Moth,,RnMth,,Plant,Reaction to Moth,Recommended,Huaman1991:Def_8.1.15,CO_331:0000484,Visual estimation of the plant response to  Moth,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Moth,,Huaman1991:Def_8.1.15,CO_331:0000602,RcMth 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000733,RnSPSB_Et_1to9,SPSB,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.16,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000369,Reaction to Sweet potato stem borer,Biotic stress trait,Reaction to Sweet potato stem borer,,RnSPSB,,Plant,Reaction to Sweet potato stem borer,Recommended,Huaman1991:Def_8.1.16,CO_331:0000485,Visual estimation of the plant response to  Sweet potato stem borer,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Sweet potato stem borer,,Huaman1991:Def_8.1.16,CO_331:0000603,RcSPSB 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000734,RnIns_Et_1to9,INSECTS,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.1.17,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000370,Reaction to Other insects,Biotic stress trait,Reaction to Other insects,,RnIns,,Plant,Reaction to Other insects,Recommended,Huaman1991:Def_8.1.17,CO_331:0000486,Visual estimation of the plant response to  other insects,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to other insects,,Huaman1991:Def_8.1.17,CO_331:0000604,RcIns 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000735,RnRFN_Et_1to9,RENIN,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.2.2,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000371,Reaction to Reniform nematode,Biotic stress trait,Reaction to Reniform nematode,,RnRFN,,Plant,Reaction to Reniform nematode,Recommended,Huaman1991:Def_8.2.2,CO_331:0000487,Visual estimation of the root response to  Reniform nematode,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to Reniform nematode,,Huaman1991:Def_8.2.2,CO_331:0000605,RcRFN 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000736,RnStN_Et_1to9,STINGN,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.2.3,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000372,Reaction to Sting nematode,Biotic stress trait,Reaction to Sting nematode,,RnStN,,Plant,Reaction to Sting nematode,Recommended,Huaman1991:Def_8.2.3,CO_331:0000488,Visual estimation of the root response to  Sting nematode,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to Sting nematode,,Huaman1991:Def_8.2.3,CO_331:0000606,RcStN 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000737,RnBRR_Et_1to9,BRROT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.2.4,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000373,Reaction to Brown ring rot,Biotic stress trait,Reaction to Brown ring rot,,RnBRR,,Plant,Reaction to Brown ring rot,Recommended,Huaman1991:Def_8.2.4,CO_331:0000489,Visual estimation of the root response to  Brown ring rot,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to Brown ring rot,,Huaman1991:Def_8.2.4,CO_331:0000607,RcBRR 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000738,RnRLN_Et_1to9,ROOTLN,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.2.5,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000374,Reaction to Root lesion nematode,Biotic stress trait,Reaction to Root lesion nematode,,RnRLN,,Plant,Reaction to Root lesion nematode,Recommended,Huaman1991:Def_8.2.5,CO_331:0000490,Visual estimation of the root response to  nematode,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to nematode,,Huaman1991:Def_8.2.5,CO_331:0000608,RcRLN 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000739,RnON_Et_1to9,NEMATODS,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.2.6,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000375,Reaction to other nematodes,Biotic stress trait,Reaction to other nematodes,,RnON,,Plant,Reaction to other nematodes,Recommended,Huaman1991:Def_8.2.6,CO_331:0000491,Visual estimation of the root response to  nematode,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to nematode,,Huaman1991:Def_8.2.6,CO_331:0000609,RcON 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000740,RnWR_Et_1to9,WILT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.1,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000376,Reaction to Wilt rot,Biotic stress trait,Reaction to Wilt rot,,RnWR,,Plant,Reaction to Wilt rot,Recommended,Huaman1991:Def_8.3.1,CO_331:0000492,Visual estimation of the root response to  Wilt rot,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to Wilt rot,,Huaman1991:Def_8.3.1,CO_331:0000610,RcWR 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000741,RnFRS_Et_1to9,FUSSURF,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.2,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000377,Reaction to Fusarium surface rot,Biotic stress trait,Reaction to Fusarium surface rot,,RnFRS,,Plant,Reaction to Fusarium surface rot,Recommended,Huaman1991:Def_8.3.2,CO_331:0000493,Visual estimation of the root response to  Fusarium surface rot,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to Fusarium surface rot,,Huaman1991:Def_8.3.2,CO_331:0000611,RcFRS 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000742,RnFRR_Et_1to9,FUSROOT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.3,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000378,Reaction to Fusarium root rot,Biotic stress trait,Reaction to Fusarium root rot,,RnFRR,,Plant,Reaction to Fusarium root rot,Recommended,Huaman1991:Def_8.3.3,CO_331:0000494,Visual estimation of the root response to  Fusarium root rot,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to Fusarium root rot,,Huaman1991:Def_8.3.3,CO_331:0000612,RcFRR 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000743,RnSBC_Et_1to9,SCLBLT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.4,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000379,Reaction to Sclerotial blight and circular spot,Biotic stress trait,Reaction to Sclerotial blight and circular spot,,RnSBC,,Plant,Reaction to Sclerotial blight and circular spot,Recommended,Huaman1991:Def_8.3.4,CO_331:0000495,Visual estimation of the root response to  Sclerotial blight and circular spot,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to Sclerotial blight and circular spot,,Huaman1991:Def_8.3.4,CO_331:0000613,RcSBC 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000744,RnBR_Et_1to9,BLACKROT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.5,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000380,Reaction to Black rot,Biotic stress trait,Reaction to Black rot,,RnBR,,Plant,Reaction to Black rot,Recommended,Huaman1991:Def_8.3.5,CO_331:0000496,Visual estimation of the root response to  Black rot,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to Black rot,,Huaman1991:Def_8.3.5,CO_331:0000614,RcBR 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000745,RnScrf_Et_1to9,SCURF,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.6,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000381,Reaction to Scurf,Biotic stress trait,Reaction to Scurf,,RnScrf,,Plant,Reaction to Scurf,Recommended,Huaman1991:Def_8.3.6,CO_331:0000497,Visual estimation of the root response to  Scurf,Estimation,The reaction is estimated by observing visually the appearance  of roots in response to Scurf,,Huaman1991:Def_8.3.6,CO_331:0000615,RcScrf 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000746,RnSR_Et_1to9,SOFTROT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.7,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000382,Reaction to Soft rot,Biotic stress trait,Reaction to Soft rot,,RnSR,,Plant,Reaction to Soft rot,Recommended,Huaman1991:Def_8.3.7,CO_331:0000498,Appearance of roots in response Soft rot,Estimation,The reaction is estimated by observing visually the appearance  of roots in response Soft rot,,Huaman1991:Def_8.3.7,CO_331:0000616,RcSR 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000747,RnJBR_Et_1to9,JAVABR,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.8,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000383,Reaction to Java black rot,Biotic stress trait,Reaction to Java black rot,,RnJBR,,Plant,Reaction to Java black rot,Recommended,Huaman1991:Def_8.3.8,CO_331:0000499,Appearance of roots in response Java black rot,Estimation,The reaction is estimated by observing visually the appearance  of roots in response Java black rot,,Huaman1991:Def_8.3.8,CO_331:0000617,RcJBR 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000748,RnDDR_Et_1to9,DIAPORTHE,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.9,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000384,Reaction to Diaporthe dry rot,Biotic stress trait,Reaction to Diaporthe dry rot,,RnDDR,,Plant,Reaction to Diaporthe dry rot,Recommended,Huaman1991:Def_8.3.9,CO_331:0000500,Appearance of roots in response Diaporthe dry rot,Estimation,The reaction is estimated by observing visually the appearance  of roots in response Diaporthe dry rot,,Huaman1991:Def_8.3.9,CO_331:0000618,RcDDR 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000749,RnScb_Et_1to9,SCAB,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.10,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000385,Reaction to Scab,Biotic stress trait,Reaction to Scab,,RnScb,,Plant,Reaction to Scab,Recommended,Huaman1991:Def_8.3.10,CO_331:0000501,Visual estimation of the plant response to  Scab,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Scab,,Huaman1991:Def_8.3.10,CO_331:0000619,RcScb 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000750,RnLS_Et_1to9,LEAFSPOT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.11,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000386,Reaction to leaf spot,Biotic stress trait,Reaction to leaf spot,,RnLS,,Plant,Reaction to leaf spot,Recommended,Huaman1991:Def_8.3.11,CO_331:0000502,Visual estimation of the plant response to  leaf spot,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to leaf spot,,Huaman1991:Def_8.3.11,CO_331:0000620,RcLS 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000751,RnWR_Et_1to9,WHITERUST,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.12,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000387,Reaction to White rust,Biotic stress trait,Reaction to White rust,,RnWR,,Plant,Reaction to White rust,Recommended,Huaman1991:Def_8.3.12,CO_331:0000503,Visual estimation of the plant response to  White rust,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to White rust,,Huaman1991:Def_8.3.12,CO_331:0000621,RcWR 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000752,RnFR_Et_1to9,FOOTROT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.13,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000388,Reaction to Foot rot,Biotic stress trait,Reaction to Foot rot,,RnFR,,Plant,Reaction to Foot rot,Recommended,Huaman1991:Def_8.3.13,CO_331:0000504,Visual estimation of the plant response to  Foot rot,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Foot rot,,Huaman1991:Def_8.3.13,CO_331:0000622,RcFR 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000753,RnCR_Et_1to9,CHARCROT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.14,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000389,Reaction to Charcoal rot,Biotic stress trait,Reaction to Charcoal rot,,RnCR,,Plant,Reaction to Charcoal rot,Recommended,Huaman1991:Def_8.3.14,CO_331:0000505,Visual estimation of the plant response to  Charcoal rot,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Charcoal rot,,Huaman1991:Def_8.3.14,CO_331:0000623,RcCR 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000754,RnOF_Et_1to9,FUNGI,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.3.15,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000390,Reaction to Other fungi,Biotic stress trait,Reaction to Other fungi,,RnOF,,Plant,Reaction to Other fungi,Recommended,Huaman1991:Def_8.3.15,CO_331:0000506,Visual estimation of the plant response to  Other fungi,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Other fungi,,Huaman1991:Def_8.3.15,CO_331:0000624,RcOF 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000755,RnPSR_Et_1to9,POXROT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.4.1,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000391,Reaction to Pox or soil rot,Biotic stress trait,Reaction to Pox or soil rot,,RnPSR,,Plant,Reaction to Pox or soil rot,Recommended,Huaman1991:Def_8.4.1,CO_331:0000507,Visual estimation of the plant response to  Pox or soil rot,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Pox or soil rot,,Huaman1991:Def_8.4.1,CO_331:0000625,RcPSR 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000756,RnBSRt_Et_1to9,STEMROT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.4.2,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000392,Reaction to Bacterial stem and root rot,Biotic stress trait,Reaction to Bacterial stem and root rot,,RnBSRt,,Plant,Reaction to Bacterial stem and root rot,Recommended,Huaman1991:Def_8.4.2,CO_331:0000508,Visual estimation of the plant response to  Bacterial stem and root rot,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Bacterial stem and root rot,,Huaman1991:Def_8.4.2,CO_331:0000626,RcBSRt 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000757,RnBW_Et_1to9,BACWILT,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.4.3,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000393,Reaction to Bacterial wilt,Biotic stress trait,Reaction to Bacterial wilt,,RnBW,,Plant,Reaction to Bacterial wilt,Recommended,Huaman1991:Def_8.4.3,CO_331:0000509,Visual estimation of the plant response to  Bacterial wilt,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Bacterial wilt,,Huaman1991:Def_8.4.3,CO_331:0000627,RcBW 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000758,RnOB_Et_1to9,BACTERIA,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.4.4,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000394,Reaction to Other bacteria,Biotic stress trait,Reaction to Other bacteria,,RnOB,,Plant,Reaction to Other bacteria,Recommended,Huaman1991:Def_8.4.4,CO_331:0000510,Visual estimation of the plant response to  other bacteria,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to other bacteria,,Huaman1991:Def_8.4.4,CO_331:0000628,RcOB 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000759,RnSPMV_Et_1to9,SPMV,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.5.1,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000395,Reaction to Sweet potato feathery mottle virus (SPMV),Biotic stress trait,Reaction to Sweet potato feathery mottle virus (SPMV),,RnSPMV,,Plant,Reaction to Sweet potato feathery mottle virus (SPMV),Recommended,Huaman1991:Def_8.5.1,CO_331:0000511,Visual estimation of the plant response to  Sweet potato feathery mottle virus,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Sweet potato feathery mottle virus,,Huaman1991:Def_8.5.1,CO_331:0000629,RcSPMV 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
